Date,Adj Close
18/05/2015,70.5
19/05/2015,72.68
20/05/2015,72.529999
21/05/2015,72.379997
22/05/2015,72.050003
25/05/2015,73
26/05/2015,73.410004
27/05/2015,72.629997
28/05/2015,73.800003
29/05/2015,72.970001
01/06/2015,72.480003
02/06/2015,72.139999
03/06/2015,73.139999
04/06/2015,72.690002
05/06/2015,72.68
08/06/2015,71.82
09/06/2015,70.919998
10/06/2015,71.400002
11/06/2015,72.720001
12/06/2015,72.639999
15/06/2015,72.099998
16/06/2015,71.050003
17/06/2015,72.25
18/06/2015,72.980003
19/06/2015,72.760002
22/06/2015,73.370003
23/06/2015,77.5
24/06/2015,79.300003
25/06/2015,78.910004
26/06/2015,78.93
29/06/2015,78.209999
30/06/2015,77.160004
01/07/2015,78.900002
02/07/2015,78.519997
03/07/2015,78.510002
06/07/2015,78.860001
07/07/2015,80.290001
08/07/2015,77.839996
09/07/2015,78.550003
10/07/2015,78.150002
13/07/2015,81.379997
14/07/2015,82
15/07/2015,82.470001
16/07/2015,82.480003
17/07/2015,87.349998
20/07/2015,90.400002
21/07/2015,91
22/07/2015,88.419998
23/07/2015,88.830002
24/07/2015,88.519997
27/07/2015,85.510002
28/07/2015,86.169998
29/07/2015,86.769997
30/07/2015,87.169998
31/07/2015,86.400002
03/08/2015,86.18
04/08/2015,85.980003
05/08/2015,88.980003
06/08/2015,89
07/08/2015,86.5
10/08/2015,86.660004
11/08/2015,84.760002
12/08/2015,82.800003
13/08/2015,84.370003
14/08/2015,84.459999
17/08/2015,84.989998
18/08/2015,86.669998
19/08/2015,86.029999
20/08/2015,85.199997
21/08/2015,76.940002
24/08/2015,71.400002
25/08/2015,76.440002
26/08/2015,74.260002
27/08/2015,79.980003
28/08/2015,81.400002
31/08/2015,80.559998
01/09/2015,79.010002
02/09/2015,79.150002
03/09/2015,80.339996
04/09/2015,78.519997
07/09/2015,79.779999
08/09/2015,80.779999
09/09/2015,81.220001
10/09/2015,81.209999
11/09/2015,80.849998
14/09/2015,81.599998
15/09/2015,81.260002
16/09/2015,82.019997
17/09/2015,82.75
18/09/2015,82.839996
21/09/2015,83.800003
22/09/2015,83.169998
23/09/2015,83.980003
24/09/2015,82
25/09/2015,85.449997
28/09/2015,79.699997
29/09/2015,78.68
30/09/2015,78.809998
01/10/2015,81.309998
02/10/2015,81.309998
05/10/2015,83.040001
06/10/2015,82.629997
07/10/2015,81.379997
08/10/2015,80.5
09/10/2015,81.300003
12/10/2015,82.010002
13/10/2015,82.379997
14/10/2015,82.239998
15/10/2015,84.230003
16/10/2015,84.690002
19/10/2015,86.860001
20/10/2015,86.239998
21/10/2015,86
22/10/2015,85.32
23/10/2015,91.300003
26/10/2015,92.260002
27/10/2015,93.690002
28/10/2015,96.589996
29/10/2015,95.230003
30/10/2015,94.360001
02/11/2015,92.75
03/11/2015,94
04/11/2015,94.870003
05/11/2015,100.019997
06/11/2015,99.739998
09/11/2015,98.82
10/11/2015,100.809998
11/11/2015,102.43
12/11/2015,101.400002
13/11/2015,99
16/11/2015,94.57
17/11/2015,99.050003
18/11/2015,99.830002
19/11/2015,100.519997
20/11/2015,100.519997
23/11/2015,100.970001
24/11/2015,99.540001
25/11/2015,99.150002
26/11/2015,99.290001
27/11/2015,99.260002
30/11/2015,98.25
01/12/2015,100.389999
02/12/2015,101.199997
03/12/2015,97.43
04/12/2015,97.129997
07/12/2015,98.639999
08/12/2015,97.57
09/12/2015,96.709999
10/12/2015,96.129997
11/12/2015,94.5
14/12/2015,92.379997
15/12/2015,95.629997
16/12/2015,96.120003
17/12/2015,98.279999
18/12/2015,97.32
21/12/2015,95.080002
22/12/2015,95.839996
23/12/2015,96.029999
28/12/2015,95.610001
29/12/2015,97.739998
30/12/2015,98.209999
04/01/2016,93.419998
05/01/2016,95.199997
06/01/2016,95.949997
07/01/2016,89.599998
08/01/2016,89.650002
11/01/2016,89.07
12/01/2016,91.5
13/01/2016,91.550003
14/01/2016,88.25
15/01/2016,87.010002
18/01/2016,86.860001
19/01/2016,88.199997
20/01/2016,83.639999
21/01/2016,88.080002
22/01/2016,88.82
25/01/2016,90.660004
26/01/2016,89.080002
27/01/2016,88.269997
28/01/2016,100
29/01/2016,103.639999
01/02/2016,106.5
02/02/2016,107.18
03/02/2016,101
04/02/2016,97.5
05/02/2016,93.480003
08/02/2016,90.849998
09/02/2016,90.629997
10/02/2016,91.110001
11/02/2016,88.110001
12/02/2016,91.690002
15/02/2016,92.629997
16/02/2016,90.800003
17/02/2016,93.010002
18/02/2016,93.059998
19/02/2016,93.68
22/02/2016,96.230003
23/02/2016,96.669998
24/02/2016,93.900002
25/02/2016,97.260002
26/02/2016,99.379997
29/02/2016,99.5
01/03/2016,101.419998
02/03/2016,100.25
03/03/2016,100.779999
04/03/2016,99.410004
07/03/2016,97.699997
08/03/2016,96.5
09/03/2016,96.949997
10/03/2016,98.370003
11/03/2016,97.099998
14/03/2016,98.25
15/03/2016,98.510002
16/03/2016,99.730003
17/03/2016,98.160004
18/03/2016,98.099998
21/03/2016,98.900002
22/03/2016,99.800003
23/03/2016,100.900002
24/03/2016,100.620003
29/03/2016,102.639999
30/03/2016,101.5
31/03/2016,100.43
01/04/2016,101.660004
04/04/2016,99
05/04/2016,99.050003
06/04/2016,99.010002
07/04/2016,99
08/04/2016,97.129997
11/04/2016,95.419998
12/04/2016,96.029999
13/04/2016,94.699997
14/04/2016,98.550003
15/04/2016,98.660004
18/04/2016,97.029999
19/04/2016,97.940002
20/04/2016,99.169998
21/04/2016,100.690002
22/04/2016,97.489998
25/04/2016,97.57
26/04/2016,97.199997
27/04/2016,95.800003
28/04/2016,103.239998
29/04/2016,102.169998
02/05/2016,103.360001
03/05/2016,102.5
04/05/2016,101.900002
05/05/2016,103.400002
06/05/2016,103.309998
09/05/2016,104.82
10/05/2016,105.199997
11/05/2016,105.699997
12/05/2016,105.349998
13/05/2016,105.879997
17/05/2016,104
18/05/2016,104.849998
19/05/2016,104.459999
20/05/2016,104.519997
23/05/2016,103.599998
24/05/2016,104.349998
25/05/2016,106.209999
26/05/2016,106.75
27/05/2016,107
30/05/2016,107.690002
31/05/2016,106.559998
01/06/2016,106.900002
02/06/2016,106.050003
03/06/2016,104.25
06/06/2016,104.900002
07/06/2016,103.900002
08/06/2016,103.540001
09/06/2016,103.760002
10/06/2016,104.199997
13/06/2016,101.110001
14/06/2016,101.910004
15/06/2016,102.089996
16/06/2016,101.519997
17/06/2016,100.589996
20/06/2016,101.080002
21/06/2016,100.440002
22/06/2016,100.879997
23/06/2016,100.639999
24/06/2016,101.080002
27/06/2016,100.82
28/06/2016,101.050003
29/06/2016,102.379997
30/06/2016,102.900002
01/07/2016,102.830002
