Date,Adj Close
18/05/2015,37.279999
19/05/2015,37.5
20/05/2015,36.779999
21/05/2015,36.68
22/05/2015,36.599998
26/05/2015,36.509998
27/05/2015,36.41
28/05/2015,36.830002
29/05/2015,36.669998
01/06/2015,36.630001
02/06/2015,36.400002
03/06/2015,37
04/06/2015,36.709999
05/06/2015,37
08/06/2015,36.459999
09/06/2015,35.880001
10/06/2015,35.849998
11/06/2015,35.84
12/06/2015,35.900002
15/06/2015,34.669998
16/06/2015,34.82
17/06/2015,34.689999
18/06/2015,34.66
19/06/2015,35.860001
22/06/2015,35.549999
23/06/2015,35.369999
24/06/2015,35.169998
25/06/2015,35.169998
26/06/2015,35.259998
29/06/2015,34.209999
30/06/2015,36.220001
01/07/2015,35.400002
02/07/2015,35.720001
06/07/2015,35.43
07/07/2015,35.52
08/07/2015,34.759998
09/07/2015,34.360001
10/07/2015,34.91
13/07/2015,35.779999
14/07/2015,36.720001
15/07/2015,35.66
16/07/2015,36.099998
17/07/2015,35.669998
20/07/2015,35.810001
21/07/2015,36.630001
22/07/2015,36.09
23/07/2015,36.189999
24/07/2015,35.419998
27/07/2015,34.700001
28/07/2015,36.540001
29/07/2015,31.24
30/07/2015,31.469999
31/07/2015,31.01
03/08/2015,29.27
04/08/2015,29.34
05/08/2015,28.48
06/08/2015,27.540001
07/08/2015,27.040001
10/08/2015,29.5
11/08/2015,29.620001
12/08/2015,29.389999
13/08/2015,28.540001
14/08/2015,29.059999
17/08/2015,29.059999
18/08/2015,28.299999
19/08/2015,27.610001
20/08/2015,26
21/08/2015,25.870001
24/08/2015,25.17
25/08/2015,24.379999
26/08/2015,25.030001
27/08/2015,26.459999
28/08/2015,26.83
31/08/2015,27.790001
01/09/2015,27.030001
02/09/2015,27.82
03/09/2015,28.299999
04/09/2015,28.15
08/09/2015,27.18
09/09/2015,27.18
10/09/2015,27.709999
11/09/2015,27.389999
14/09/2015,26.9
15/09/2015,27.17
16/09/2015,27.75
17/09/2015,27.41
18/09/2015,27.959999
21/09/2015,27.379999
22/09/2015,26.83
23/09/2015,26.790001
24/09/2015,26.6
25/09/2015,25.290001
28/09/2015,25.26
29/09/2015,25.59
30/09/2015,26.940001
01/10/2015,24.68
02/10/2015,26.309999
05/10/2015,28.15
06/10/2015,27.620001
07/10/2015,29.83
08/10/2015,30.32
09/10/2015,30.85
12/10/2015,28.75
13/10/2015,29.059999
14/10/2015,29.379999
15/10/2015,29.709999
16/10/2015,31.15
19/10/2015,30.91
20/10/2015,30.91
21/10/2015,29.299999
22/10/2015,29.15
23/10/2015,30.280001
26/10/2015,30.889999
27/10/2015,31.34
28/10/2015,30.870001
29/10/2015,29.059999
30/10/2015,28.459999
02/11/2015,29.200001
03/11/2015,29.129999
04/11/2015,29.360001
05/11/2015,28.66
06/11/2015,28.280001
09/11/2015,27.09
10/11/2015,27.049999
11/11/2015,26.5
12/11/2015,26.129999
13/11/2015,25.18
16/11/2015,25.41
17/11/2015,25.23
18/11/2015,25.9
19/11/2015,26.32
20/11/2015,26.27
23/11/2015,25.200001
24/11/2015,25.52
25/11/2015,26.059999
27/11/2015,25.75
30/11/2015,25.4
01/12/2015,25.530001
02/12/2015,25.4
03/12/2015,25.9
04/12/2015,25.02
07/12/2015,24.459999
08/12/2015,24.99
09/12/2015,24.309999
10/12/2015,25.91
11/12/2015,24.84
14/12/2015,24.92
15/12/2015,23.950001
16/12/2015,24.299999
17/12/2015,23.309999
18/12/2015,22.99
21/12/2015,22.139999
22/12/2015,22.559999
23/12/2015,22.67
24/12/2015,22.969999
28/12/2015,22.530001
29/12/2015,22.469999
30/12/2015,22.23
31/12/2015,23.139999
04/01/2016,22.559999
05/01/2016,21.92
06/01/2016,21.389999
07/01/2016,20.26
08/01/2016,19.98
11/01/2016,19.65
12/01/2016,19.620001
13/01/2016,18.68
14/01/2016,19
15/01/2016,17.940001
19/01/2016,16.690001
20/01/2016,17.379999
21/01/2016,17.83
22/01/2016,17.84
25/01/2016,17.02
26/01/2016,17.01
27/01/2016,16.780001
28/01/2016,16.49
29/01/2016,16.799999
01/02/2016,17.91
02/02/2016,16.08
03/02/2016,16.559999
04/02/2016,16.91
05/02/2016,15.72
08/02/2016,14.9
09/02/2016,14.4
10/02/2016,14.98
11/02/2016,14.31
12/02/2016,15.88
16/02/2016,16.360001
17/02/2016,17.459999
18/02/2016,18.43
19/02/2016,18.309999
22/02/2016,18.299999
23/02/2016,18.299999
24/02/2016,18
25/02/2016,17.59
26/02/2016,17.940001
29/02/2016,18.120001
01/03/2016,17.85
02/03/2016,18.540001
03/03/2016,19.309999
04/03/2016,19.360001
