Date,Adj Close
18/05/2015,88.267143
19/05/2015,88.068573
20/05/2015,88.790001
21/05/2015,89.002853
22/05/2015,88.83857
26/05/2015,87.992859
27/05/2015,89.85714
28/05/2015,89.507141
29/05/2015,89.151428
01/06/2015,89.002853
02/06/2015,89.129997
03/06/2015,88.808571
04/06/2015,89.348572
05/06/2015,90.459999
08/06/2015,89.604286
09/06/2015,92.449997
10/06/2015,95.871429
11/06/2015,95.094284
12/06/2015,94.418571
15/06/2015,93.431427
16/06/2015,95.272858
17/06/2015,94.271431
18/06/2015,94.742859
19/06/2015,93.871429
22/06/2015,96.414284
23/06/2015,97.312859
24/06/2015,96.944283
25/06/2015,94.891426
26/06/2015,93.08857
29/06/2015,92.23143
30/06/2015,93.848572
01/07/2015,93.635712
02/07/2015,94.044289
06/07/2015,94.571426
07/07/2015,94.091431
08/07/2015,93.507141
09/07/2015,95.727142
10/07/2015,97.228569
13/07/2015,101.087143
14/07/2015,100.371429
15/07/2015,98.129997
16/07/2015,115.809998
17/07/2015,114.769997
20/07/2015,110.550003
21/07/2015,112.510002
22/07/2015,111.5
23/07/2015,110.099998
24/07/2015,109.339996
27/07/2015,106.43
28/07/2015,106.900002
29/07/2015,107.080002
30/07/2015,111.559998
31/07/2015,114.309998
03/08/2015,112.559998
04/08/2015,121.150002
05/08/2015,123.709999
06/08/2015,126.449997
07/08/2015,123.519997
10/08/2015,123.029999
11/08/2015,122.739998
12/08/2015,120.510002
13/08/2015,123.730003
14/08/2015,123.389999
17/08/2015,125.360001
18/08/2015,124.050003
19/08/2015,122.059998
20/08/2015,112.489998
21/08/2015,103.959999
24/08/2015,96.879997
25/08/2015,101.519997
26/08/2015,110.129997
27/08/2015,117.660004
28/08/2015,117.629997
31/08/2015,115.029999
01/09/2015,105.790001
02/09/2015,105.440002
03/09/2015,101.059998
04/09/2015,98.790001
08/09/2015,94.949997
09/09/2015,99.18
10/09/2015,99.480003
11/09/2015,97.510002
14/09/2015,95.690002
15/09/2015,99.160004
16/09/2015,104.080002
17/09/2015,104.209999
18/09/2015,102.620003
21/09/2015,100.300003
22/09/2015,98.470001
23/09/2015,98.07
24/09/2015,103.760002
25/09/2015,102.239998
28/09/2015,99.470001
29/09/2015,98.349998
30/09/2015,103.260002
01/10/2015,105.980003
02/10/2015,106.110001
05/10/2015,111.25
06/10/2015,108.330002
07/10/2015,108.099998
08/10/2015,114.93
09/10/2015,113.330002
12/10/2015,113.449997
13/10/2015,109.730003
14/10/2015,110.230003
15/10/2015,101.089996
16/10/2015,98.989998
19/10/2015,101.690002
20/10/2015,98.989998
21/10/2015,97.959999
22/10/2015,97.32
23/10/2015,100.040001
26/10/2015,103.040001
27/10/2015,103.07
28/10/2015,105.800003
29/10/2015,105.120003
30/10/2015,108.379997
02/11/2015,107.639999
03/11/2015,109.739998
04/11/2015,114.050003
05/11/2015,113.5
06/11/2015,114.059998
09/11/2015,109.860001
10/11/2015,112.699997
11/11/2015,112.860001
12/11/2015,108.919998
13/11/2015,103.650002
16/11/2015,111.349998
17/11/2015,117.099998
18/11/2015,120.629997
19/11/2015,120.220001
20/11/2015,123.839996
23/11/2015,125.029999
24/11/2015,123.309998
25/11/2015,124.160004
27/11/2015,125.440002
30/11/2015,123.330002
01/12/2015,125.370003
02/12/2015,128.929993
03/12/2015,126.809998
04/12/2015,130.929993
07/12/2015,125.360001
08/12/2015,126.980003
09/12/2015,124.199997
10/12/2015,122.910004
11/12/2015,118.910004
14/12/2015,120.669998
15/12/2015,118.599998
16/12/2015,122.639999
17/12/2015,122.510002
18/12/2015,118.019997
21/12/2015,116.629997
22/12/2015,116.239998
23/12/2015,118.160004
24/12/2015,117.330002
28/12/2015,117.110001
29/12/2015,119.120003
30/12/2015,116.709999
31/12/2015,114.379997
04/01/2016,109.959999
05/01/2016,107.660004
06/01/2016,117.68
07/01/2016,114.559998
08/01/2016,111.389999
11/01/2016,114.970001
12/01/2016,116.580002
13/01/2016,106.559998
14/01/2016,107.059998
15/01/2016,104.040001
19/01/2016,107.889999
20/01/2016,107.739998
21/01/2016,102.349998
22/01/2016,100.720001
25/01/2016,99.120003
26/01/2016,97.830002
27/01/2016,91.150002
28/01/2016,94.410004
29/01/2016,91.839996
01/02/2016,94.089996
02/02/2016,91.489998
03/02/2016,90.739998
04/02/2016,89.709999
05/02/2016,82.790001
08/02/2016,83.32
09/02/2016,86.129997
10/02/2016,88.449997
11/02/2016,86.349998
12/02/2016,87.400002
16/02/2016,89.050003
17/02/2016,94.760002
18/02/2016,90.489998
19/02/2016,89.230003
22/02/2016,91.93
23/02/2016,89.120003
24/02/2016,91.610001
25/02/2016,94.529999
26/02/2016,94.790001
29/02/2016,93.410004
01/03/2016,98.300003
02/03/2016,97.610001
03/03/2016,97.93
04/03/2016,101.580002
07/03/2016,95.489998
08/03/2016,96.230003
09/03/2016,98
10/03/2016,97.360001
11/03/2016,97.660004
14/03/2016,98.129997
15/03/2016,97.860001
16/03/2016,99.349998
17/03/2016,99.720001
18/03/2016,101.120003
21/03/2016,101.059998
22/03/2016,99.839996
23/03/2016,99.589996
24/03/2016,98.360001
28/03/2016,101.209999
29/03/2016,104.129997
30/03/2016,102.190002
31/03/2016,102.230003
01/04/2016,105.699997
04/04/2016,104.349998
05/04/2016,104.940002
06/04/2016,104.830002
07/04/2016,104.449997
08/04/2016,103.809998
11/04/2016,102.68
12/04/2016,106.980003
13/04/2016,109.650002
14/04/2016,110.419998
15/04/2016,111.510002
18/04/2016,108.400002
19/04/2016,94.339996
20/04/2016,96.769997
21/04/2016,94.980003
22/04/2016,95.900002
25/04/2016,93.559998
26/04/2016,92.43
27/04/2016,91.040001
28/04/2016,90.279999
29/04/2016,90.029999
02/05/2016,93.110001
03/05/2016,91.540001
04/05/2016,90.790001
05/05/2016,89.370003
06/05/2016,90.839996
09/05/2016,90.540001
10/05/2016,92.889999
11/05/2016,90.019997
12/05/2016,87.739998
13/05/2016,87.879997
16/05/2016,89.120003
17/05/2016,88.629997
18/05/2016,90.5
19/05/2016,89.550003
20/05/2016,92.489998
23/05/2016,94.889999
24/05/2016,97.889999
25/05/2016,100.199997
26/05/2016,102.809998
27/05/2016,103.300003
31/05/2016,102.57
01/06/2016,101.510002
02/06/2016,101.25
03/06/2016,99.589996
06/06/2016,100.739998
07/06/2016,99.889999
08/06/2016,97.860001
09/06/2016,97.089996
10/06/2016,93.75
